Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Census Year Code,Census Year,Unit,Y1930,Y1930F,Y1930N,Y1950,Y1950F,Y1950N,Y1960,Y1960F,Y1960N,Y1970,Y1970F,Y1970N,Y1980,Y1980F,Y1980N,Y1990,Y1990F,Y1990N,Y2000,Y2000F,Y2000N,Y2010,Y2010F,Y2010N,Y2020,Y2020F,Y2020N
"5","'016","American Samoa","270034","Holdings with land size 3-<4","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"61.000000","E","Interpolated data"
"5","'016","American Samoa","270035","Holdings with land size 4-<5","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"344.000000","E","Interpolated data",,,
"5","'016","American Samoa","270035","Holdings with land size 4-<5","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"147.000000","E","Interpolated data"
"5","'016","American Samoa","270035","Holdings with land size 4-<5","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"76.000000","E","Interpolated data",,,
"5","'016","American Samoa","270035","Holdings with land size 4-<5","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"31.000000","E","Interpolated data"
"5","'016","American Samoa","270036","Holdings with land size 5-<10","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"454.000000","A",,,,,,,,,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"1097.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"829.000000","E","Interpolated data",,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"275.000000","E","Interpolated data"
"5","'016","American Samoa","270036","Holdings with land size 5-<10","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"77.000000","A",,,,,,,,,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"189.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"155.000000","E","Interpolated data",,,
"5","'016","American Samoa","270036","Holdings with land size 5-<10","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"67.000000","E","Interpolated data"
"5","'016","American Samoa","270037","Holdings with land size 10-<20","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"340.000000","A",,,,,,,,,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"483.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"1460.000000","E","Interpolated data",,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"12.000000","E","Interpolated data"
"5","'016","American Samoa","270037","Holdings with land size 10-<20","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"27.000000","A",,,,,,,,,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"40.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"45.000000","E","Interpolated data",,,
"5","'016","American Samoa","270037","Holdings with land size 10-<20","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"15.000000","E","Interpolated data"
"5","'016","American Samoa","270038","Holdings with land size 20-<50","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"1136.000000","A",,,,,,,,,,
"5","'016","American Samoa","270038","Holdings with land size 20-<50","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"261.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270038","Holdings with land size 20-<50","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"918.000000","E","Interpolated data"
"5","'016","American Samoa","270038","Holdings with land size 20-<50","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"18.000000","A",,,,,,,,,,
"5","'016","American Samoa","270038","Holdings with land size 20-<50","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"8.000000","E","Interpolated data",,,,,,
"5","'016","American Samoa","270038","Holdings with land size 20-<50","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"8.000000","E","Interpolated data"
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"2284.000000","A",,,,,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"7850.000000","A",,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"7580.000000","A",,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"5734.000000","A",
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"97.230000","E",,,,,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","2003","2003","%",,,,,,,,,,,,,,,,,,,"98.750000","E",,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"98.600000","E",,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","2018","2018","%",,,,,,,,,,,,,,,,,,,,,,,,,"98.350000","A",
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"358.000000","A",,,,,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"5666.000000","A",,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"6286.000000","A",
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"93.230000","E",,,,,,,,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"97.000000","E",,,,
"5","'016","American Samoa","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","2018","2018","%",,,,,,,,,,,,,,,,,,,,,,,,,"99.320000","A",
"5","'016","American Samoa","270061","Holdings rented from others","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"24.000000","A",,,,,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"99.000000","A",,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"111.290000","A",,,,
"5","'016","American Samoa","270061","Holdings rented from others","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"95.000000","A",
"5","'016","American Samoa","270061","Holdings rented from others","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"1.020000","E",,,,,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","6200","Percentage of total area","2003","2003","%",,,,,,,,,,,,,,,,,,,"1.250000","E",,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"1.400000","E",,,,
"5","'016","American Samoa","270061","Holdings rented from others","6200","Percentage of total area","2018","2018","%",,,,,,,,,,,,,,,,,,,,,,,,,"1.630000","A",
"5","'016","American Samoa","270061","Holdings rented from others","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"10.000000","A",,,,,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"174.000000","A",,,,
"5","'016","American Samoa","270061","Holdings rented from others","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"43.000000","A",
"5","'016","American Samoa","270061","Holdings rented from others","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"2.600000","E",,,,,,,,,,
"5","'016","American Samoa","270061","Holdings rented from others","6201","Percent of total number","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"3.000000","E",,,,
"5","'016","American Samoa","270061","Holdings rented from others","6201","Percent of total number","2018","2018","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.680000","A",
"5","'016","American Samoa","270064","Holdings under more than one form of tenure","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"41.000000","A",,,,,,,,,,
"5","'016","American Samoa","270064","Holdings under more than one form of tenure","6200","Percentage of total area","1990","1990","%",,,,,,,,,,,,,,,,"1.750000","E",,,,,,,,,,
"5","'016","American Samoa","270064","Holdings under more than one form of tenure","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"16.000000","A",,,,,,,,,,
"5","'016","American Samoa","270064","Holdings under more than one form of tenure","6201","Percent of total number","1990","1990","%",,,,,,,,,,,,,,,,"4.170000","E",,,,,,,,,,
"5","'016","American Samoa","270052","Holdings operated by civil persons, male","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"5636.000000","A",,,,,,,
"5","'016","American Samoa","270052","Holdings operated by civil persons, male","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"4707.000000","A",,,,
"5","'016","American Samoa","270052","Holdings operated by civil persons, male","6202","Percent of total persons","2003","2003","%",,,,,,,,,,,,,,,,,,,"79.450000","E",,,,,,,
"5","'016","American Samoa","270052","Holdings operated by civil persons, male","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"80.600000","E",,,,
"5","'016","American Samoa","270051","Holdings operated by civil persons, female","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"1458.000000","A",,,,,,,
"5","'016","American Samoa","270051","Holdings operated by civil persons, female","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"1133.000000","A",,,,
"5","'016","American Samoa","270051","Holdings operated by civil persons, female","6202","Percent of total persons","2003","2003","%",,,,,,,,,,,,,,,,,,,"20.550000","E",,,,,,,
"5","'016","American Samoa","270051","Holdings operated by civil persons, female","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"19.400000","E",,,,
"5","'016","American Samoa","270050","Holdings operated by civil persons, total","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"7094.000000","A",,,,,,,
"5","'016","American Samoa","270050","Holdings operated by civil persons, total","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"5840.000000","A",,,,
"7","'024","Angola","27002","Holdings","50260","Area","0000","","ha",,,,,,,,,,"4179600.000000","A","Small holdings of the traditional sector of agriculture, and commercial modern farms with usually large area were excluded.",,,,,,,,,,,,,,,
"7","'024","Angola","27002","Holdings","5017","Average area","0000","","ha",,,,,,,,,,"3.920000","E",,,,,,,,,,,,,,,,
"7","'024","Angola","27002","Holdings","60850","Number","0000","","No",,,,,,,,,,"1067230.000000","A","Small holdings of the traditional sector of agriculture, and commercial modern farms with usually large area were excluded.",,,,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","50260","Area","1961","1961","ha",,,,,,,"13794.000000","A","The following thersholds were used: 12 bearing fruit trees, banana plants, or plantain plants; or 0.05 ha of vegetables, food and cash crops.",,,,,,,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","50260","Area","1984","1984","ha",,,,,,,,,,,,,"1949.000000","A",,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","5017","Average area","1961","1961","ha",,,,,,,"2.400000","E",,,,,,,,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","5017","Average area","1984","1984","ha",,,,,,,,,,,,,"0.420000","E",,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","60850","Number","1961","1961","No",,,,,,,"5747.000000","A","The following thersholds were used: 12 bearing fruit trees, banana plants, or plantain plants; or 0.05 ha of vegetables, food and cash crops.",,,,,,,,,,,,,,,,,,
"8","'028","Antigua and Barbuda","27002","Holdings","60850","Number","1984","1984","No",,,,,,,,,,,,,"4654.000000","A",,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","50260","Area","1952","1952","ha",,,,"200209000.000000","A",,,,,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","50260","Area","1960","1960","ha",,,,,,,"175142497.000000","A",,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","50260","Area","1988","1988","ha",,,,,,,,,,,,,,,,"177437398.000000","A",,,,,,,,,,
"9","'032","Argentina","27002","Holdings","50260","Area","2002","2002","ha",,,,,,,,,,,,,,,,,,,"172105798.000000","A","Agricultural holdings with total area less than 500 m2 (0.05 ha) were excluded.",,,,,,
"9","'032","Argentina","27002","Holdings","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"154811826.800000","A","Agricultural holdings with total area less than 500 m2 (0.05 ha) were excluded."
"9","'032","Argentina","27002","Holdings","5017","Average area","1952","1952","ha",,,,"366.010000","E",,,,,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","5017","Average area","1960","1960","ha",,,,,,,"371.260000","E",,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","5017","Average area","1988","1988","ha",,,,,,,,,,,,,,,,"468.970000","E",,,,,,,,,,
"9","'032","Argentina","27002","Holdings","5017","Average area","2002","2002","ha",,,,,,,,,,,,,,,,,,,"582.450000","E",,,,,,,
"9","'032","Argentina","27002","Holdings","5017","Average area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"620.080000","A",
"9","'032","Argentina","27002","Holdings","60850","Number","1930","1930","No","435000.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","60850","Number","1952","1952","No",,,,"547000.000000","A",,,,,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","60850","Number","1960","1960","No",,,,,,,"471756.000000","A",,,,,,,,,,,,,,,,,,,
"9","'032","Argentina","27002","Holdings","60850","Number","1988","1988","No",,,,,,,,,,,,,,,,"378357.000000","A",,,,,,,,,,
"9","'032","Argentina","27002","Holdings","60850","Number","2002","2002","No",,,,,,,,,,,,,,,,,,,"295485.000000","A","Agricultural holdings with total area less than 500 m2 (0.05 ha) were excluded.",,,,,,
"9","'032","Argentina","27002","Holdings","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"249663.000000","A","Agricultural holdings with total area less than 500 m2 (0.05 ha) were excluded."
"9","'032","Argentina","270066","Holdings without land","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"22340.000000","A",
"9","'032","Argentina","270030","Holdings with land size 0-<1","50260","Area","2018","2018","ha",,,,,,,,,,,,,,,,,,,,,,,,,"17682.000000","E","Interpolated data"
"9","'032","Argentina","270030","Holdings with land size 0-<1","60850","Number","2018","2018","No",,,,,,,,,,,,,,,,,,,,,,,,,"7457.000000","E","Interpolated data"
